"Probe_IDs"	"Symbols"	"Entrez_IDs"	"CHR"	"Ensembl_IDs"	"Start.Pos"	"End.Pos"
"252"	"ILMN_1655469"	"TSPAN3"	"10099"	"15"	"ENSG00000140391"	"77041404"	"77083984"
"253"	"ILMN_1655482"	"TRIM27"	"5987"	"CHR_HSCHR6_MHC_COX_CTG1"	"ENSG00000237071"	"28903816"	"28924807"
"254"	"ILMN_1655485"	"SPRTN"	"83932"	"1"	"ENSG00000010072"	"231337104"	"231355023"
"255"	"ILMN_1655497"	"EIF4B"	"1975"	"12"	"ENSG00000063046"	"53006158"	"53042209"
"256"	"ILMN_1655525"	"FLCN"	"201163"	"17"	"ENSG00000154803"	"17212212"	"17237188"
"257"	"ILMN_1655549"	"SIGLEC10"	"89790"	"19"	"ENSG00000142512"	"51410020"	"51417803"
"258"	"ILMN_1655557"	"INTS6"	"26512"	"13"	"ENSG00000102786"	"51354077"	"51454264"
"259"	"ILMN_1655561"	"ARPC3"	"10094"	"12"	"ENSG00000111229"	"110434823"	"110450422"
"260"	"ILMN_1655563"	"CTIF"	"9811"	"18"	"ENSG00000134030"	"48539031"	"48863217"
"261"	"ILMN_1655577"	"TIAM1"	"7074"	"21"	"ENSG00000156299"	"31118416"	"31559977"
"262"	"ILMN_1655595"	"SERPINE2"	"5270"	"2"	"ENSG00000135919"	"223975045"	"224039318"
"263"	"ILMN_1655608"	"KLHL18"	"23276"	"3"	"ENSG00000114648"	"47282917"	"47346816"
"264"	"ILMN_1655612"	"ARRDC2"	"27106"	"19"	"ENSG00000105643"	"18001132"	"18014102"
"265"	"ILMN_1655622"	"THAP12"	"5612"	"11"	"ENSG00000137492"	"76349956"	"76381132"
"266"	"ILMN_1655625"	"GPATCH1"	"55094"	"19"	"ENSG00000076650"	"33080899"	"33130542"
"267"	"ILMN_1655635"	"METTL3"	"56339"	"14"	"ENSG00000165819"	"21498133"	"21511342"
"268"	"ILMN_1655642"	"FANCI"	"55215"	"15"	"ENSG00000140525"	"89243949"	"89317261"
"269"	"ILMN_1655645"	"AK2"	"204"	"1"	"ENSG00000004455"	"33007940"	"33080996"
"270"	"ILMN_1655663"	"P3H4"	"10609"	"17"	"ENSG00000141696"	"41801947"	"41812604"
"271"	"ILMN_1655684"	"SARS2"	"54938"	"19"	"ENSG00000104835"	"38915266"	"38930763"
"272"	"ILMN_1655702"	"ABHD5"	"51099"	"3"	"ENSG00000011198"	"43690108"	"43734371"
"273"	"ILMN_1655720"	"CNNM4"	"26504"	"2"	"ENSG00000158158"	"96760902"	"96811874"
"274"	"ILMN_1655733"	"RFC2"	"5982"	"7"	"ENSG00000049541"	"74231499"	"74254458"
"275"	"ILMN_1655734"	"RPF1"	"80135"	"1"	"ENSG00000117133"	"84479259"	"84498352"
"276"	"ILMN_1655748"	"ZSCAN31"	"64288"	"6"	"ENSG00000235109"	"28324693"	"28356271"
"277"	"ILMN_1655765"	"MRPS21"	"54460"	"1"	"ENSG00000266472"	"150293720"	"150308979"
"278"	"ILMN_1655796"	"MARCHF3"	"115123"	"5"	"ENSG00000173926"	"126867714"	"127030558"
"279"	"ILMN_1655844"	"TAF1A"	"9015"	"1"	"ENSG00000143498"	"222557902"	"222589933"
"280"	"ILMN_1655884"	"ATP2A2"	"488"	"12"	"ENSG00000174437"	"110280756"	"110351093"
"281"	"ILMN_1655913"	"NUCB2"	"4925"	"11"	"ENSG00000070081"	"17208153"	"17349980"
"282"	"ILMN_1655915"	"MMP11"	"4320"	"22"	"ENSG00000099953"	"23768226"	"23784316"
"283"	"ILMN_1655924"	"TRNT1"	"51095"	"3"	"ENSG00000072756"	"3126933"	"3150879"
"284"	"ILMN_1655935"	"ADCY7"	"113"	"16"	"ENSG00000121281"	"50246137"	"50318135"
"285"	"ILMN_1655961"	"SND1"	"27044"	"7"	"ENSG00000197157"	"127652194"	"128092609"
"286"	"ILMN_1655987"	"STAB1"	"23166"	"3"	"ENSG00000010327"	"52495338"	"52524495"
"287"	"ILMN_1655990"	"CDK5RAP2"	"55755"	"9"	"ENSG00000136861"	"120388869"	"120580170"
"288"	"ILMN_1656011"	"RGS1"	"5996"	"1"	"ENSG00000090104"	"192575763"	"192580024"
"289"	"ILMN_1656016"	"DHX9"	"1660"	"1"	"ENSG00000135829"	"182839347"	"182887982"
"290"	"ILMN_1656042"	"KIAA0319L"	"79932"	"1"	"ENSG00000142687"	"35433492"	"35557950"
"291"	"ILMN_1656045"	"CELF6"	"60677"	"15"	"ENSG00000140488"	"72284727"	"72320157"
"292"	"ILMN_1656057"	"PLAU"	"5328"	"10"	"ENSG00000122861"	"73909177"	"73917496"
"293"	"ILMN_1656066"	"TNPO2"	"30000"	"19"	"ENSG00000105576"	"12699194"	"12724011"
"294"	"ILMN_1656069"	"LINC00482"	NA	"17"	"ENSG00000185168"	"81303771"	"81309248"
"295"	"ILMN_1656111"	"MYLIP"	"29116"	"6"	"ENSG00000007944"	"16129086"	"16148248"
"296"	"ILMN_1656129"	"SLC39A10"	"57181"	"2"	"ENSG00000196950"	"195575977"	"195737702"
"297"	"ILMN_1656134"	"CNOT7"	"29883"	"8"	"ENSG00000198791"	"17224966"	"17246878"
"298"	"ILMN_1656136"	"STAU1"	"6780"	"20"	"ENSG00000124214"	"49113339"	"49188367"
"299"	"ILMN_1656145"	"GOT1"	"2805"	"10"	"ENSG00000120053"	"99396870"	"99430624"
"300"	"ILMN_1656159"	"ATP10D"	"57205"	"4"	"ENSG00000145246"	"47485275"	"47593486"
"301"	"ILMN_1656165"	"USP9X"	"8239"	"X"	"ENSG00000124486"	"41085445"	"41236579"
"302"	"ILMN_1656171"	"ADAMTS19"	"171019"	"5"	"ENSG00000145808"	"129460281"	"129738683"
"303"	"ILMN_1656185"	"DEF8"	"54849"	"16"	"ENSG00000140995"	"89947925"	"89968060"
"304"	"ILMN_1656194"	"TSPAN10"	"83882"	"17"	"ENSG00000182612"	"81637171"	"81648749"
"305"	"ILMN_1656196"	"E2F6"	"1876"	"2"	"ENSG00000169016"	"11444375"	"11466177"
"306"	"ILMN_1656248"	"CLMP"	"79827"	"11"	"ENSG00000166250"	"123069872"	"123195248"
"307"	"ILMN_1656274"	"PRPF38A"	"84950"	"1"	"ENSG00000134748"	"52404602"	"52420836"
"308"	"ILMN_1656285"	"METTL7A"	"25840"	"12"	"ENSG00000185432"	"50923472"	"50932510"
"309"	"ILMN_1656287"	"SPOCK2"	"9806"	"10"	"ENSG00000107742"	"72059034"	"72089032"
"310"	"ILMN_1656291"	"TSKS"	"60385"	"19"	"ENSG00000126467"	"49739753"	"49763306"
"311"	"ILMN_1656293"	""	NA	"17"	"ENSG00000262633"	"46923133"	"47049932"
"312"	"ILMN_1656297"	"YBEY"	"54059"	"21"	"ENSG00000182362"	"46286342"	"46297751"
"313"	"ILMN_1656300"	"GFRA2"	"2675"	"8"	"ENSG00000168546"	"21690398"	"21812357"
"314"	"ILMN_1656310"	"IDO1"	"3620"	"8"	"ENSG00000131203"	"39902275"	"39928790"
"315"	"ILMN_1656316"	"ZMYM3"	"9203"	"X"	"ENSG00000147130"	"71239624"	"71255146"
"316"	"ILMN_1656321"	"LTBP1"	"4052"	"2"	"ENSG00000049323"	"32946953"	"33399509"
"317"	"ILMN_1656335"	"RIT1"	"6016"	"1"	"ENSG00000143622"	"155897808"	"155911404"
"318"	"ILMN_1656361"	"ARHGAP27"	"201176"	"CHR_HSCHR17_2_CTG5"	"ENSG00000276907"	"45393902"	"45434423"
"319"	"ILMN_1656368"	"ALDH4A1"	"8659"	"1"	"ENSG00000159423"	"18871430"	"18902724"
"320"	"ILMN_1656369"	"TCIM"	"56892"	"8"	"ENSG00000176907"	"40153482"	"40155310"
"321"	"ILMN_1656373"	"BNC2"	"54796"	"9"	"ENSG00000173068"	"16409503"	"16870843"
"322"	"ILMN_1656386"	"SEC24D"	"9871"	"4"	"ENSG00000150961"	"118722823"	"118838683"
"323"	"ILMN_1656399"	"TCEAL8"	"90843"	"X"	"ENSG00000180964"	"103252995"	"103255192"
"324"	"ILMN_1656410"	"TRPC6"	"7225"	"11"	"ENSG00000137672"	"101451564"	"101872562"
"325"	"ILMN_1656413"	"ZMPSTE24"	"10269"	"1"	"ENSG00000084073"	"40258236"	"40294180"
"326"	"ILMN_1656422"	"GPR87"	"53836"	"3"	"ENSG00000138271"	"151294086"	"151316820"
"327"	"ILMN_1656452"	"TEDC2"	"80178"	"16"	"ENSG00000162062"	"2460086"	"2464963"
"328"	"ILMN_1656463"	""	NA	"19"	"ENSG00000267544"	"10841839"	"10842250"
"329"	"ILMN_1656482"	"OSBPL2"	"9885"	"20"	"ENSG00000130703"	"62231922"	"62296213"
"330"	"ILMN_1656487"	"FGA"	"2243"	"4"	"ENSG00000171560"	"154583128"	"154590745"
"331"	"ILMN_1656496"	"EPC2"	"26122"	"2"	"ENSG00000135999"	"148644440"	"148787569"
"332"	"ILMN_1656501"	"DUSP5"	"1847"	"10"	"ENSG00000138166"	"110497907"	"110511533"
"333"	"ILMN_1656504"	"ZNF304"	"57343"	"19"	"ENSG00000131845"	"57351307"	"57359898"
"334"	"ILMN_1656521"	"RRP7A"	"27341"	"22"	"ENSG00000189306"	"42508344"	"42519796"
"335"	"ILMN_1656537"	"SNRPN"	"6638"	"15"	"ENSG00000128739"	"24823637"	"24978723"
"336"	"ILMN_1656540"	"RUVBL1"	"8607"	"3"	"ENSG00000175792"	"128064778"	"128153914"
"337"	"ILMN_1656560"	"PARM1"	"25849"	"4"	"ENSG00000169116"	"74933095"	"75050115"
"338"	"ILMN_1656621"	"CHMP2A"	"27243"	"19"	"ENSG00000130724"	"58551566"	"58555105"
"339"	"ILMN_1656625"	"RPS24"	"6229"	"10"	"ENSG00000138326"	"78033760"	"78056813"
"340"	"ILMN_1656628"	"WDR4"	"10785"	"21"	"ENSG00000160193"	"42843094"	"42879568"
"341"	"ILMN_1656656"	"COX19"	"90639"	"7"	"ENSG00000240230"	"898778"	"975549"
"342"	"ILMN_1656670"	"HLA-G"	"3135"	"6"	"ENSG00000204632"	"29826967"	"29831125"
"343"	"ILMN_1656676"	"ZYG11B"	"79699"	"1"	"ENSG00000162378"	"52726453"	"52827336"
"344"	"ILMN_1656682"	"AZIN1"	"51582"	"8"	"ENSG00000155096"	"102826308"	"102893864"
"345"	"ILMN_1656691"	"FBXO4"	"26272"	"5"	"ENSG00000151876"	"41925254"	"41941743"
"346"	"ILMN_1656792"	"FLYWCH1"	"84256"	"16"	"ENSG00000059122"	"2911937"	"2951208"
"347"	"ILMN_1656798"	"TIMM17A"	"10440"	"1"	"ENSG00000134375"	"201955503"	"201970664"
"348"	"ILMN_1656807"	"RPL27"	"6155"	"17"	"ENSG00000131469"	"42998273"	"43002959"
"349"	"ILMN_1656822"	"DNM2"	"1785"	"19"	"ENSG00000079805"	"10718079"	"10833488"
"350"	"ILMN_1656826"	"SH3RF1"	"57630"	"4"	"ENSG00000154447"	"169094259"	"169270956"
"351"	"ILMN_1656837"	"RBP1"	"5947"	"3"	"ENSG00000114115"	"139517434"	"139539829"
"352"	"ILMN_1656840"	"VPS13D"	"55187"	"1"	"ENSG00000048707"	"12230030"	"12512047"
"353"	"ILMN_1656886"	"LIN37"	"55957"	"19"	"ENSG00000267796"	"35748361"	"35754519"
"354"	"ILMN_1656902"	"HECTD3"	"79654"	"1"	"ENSG00000126107"	"45002540"	"45011324"
"355"	"ILMN_1656904"	"SLC1A4"	"6509"	"2"	"ENSG00000115902"	"64988477"	"65023865"
"356"	"ILMN_1656910"	"TRIM6"	"117854"	"11"	"ENSG00000121236"	"5596109"	"5612958"
"357"	"ILMN_1656913"	"MDH1"	"4190"	"2"	"ENSG00000014641"	"63588609"	"63607197"
"358"	"ILMN_1656920"	""	NA	"14"	"ENSG00000257341"	"105487199"	"105492267"
"359"	"ILMN_1656934"	"REPS2"	"9185"	"X"	"ENSG00000169891"	"16946658"	"17153272"
"360"	"ILMN_1656940"	"ABLIM3"	"22885"	"5"	"ENSG00000173210"	"149141483"	"149260542"
"361"	"ILMN_1656951"	"APCDD1"	"147495"	"18"	"ENSG00000154856"	"10454635"	"10489949"
"362"	"ILMN_1656977"	"HIBCH"	"26275"	"2"	"ENSG00000198130"	"190189735"	"190344193"
"363"	"ILMN_1657039"	"FILIP1"	"27145"	"6"	"ENSG00000118407"	"75291859"	"75493800"
"364"	"ILMN_1657050"	"ARSK"	"153642"	"5"	"ENSG00000164291"	"95555101"	"95605102"
"365"	"ILMN_1657064"	"ERMARD"	"55780"	"6"	"ENSG00000130023"	"169751622"	"169781600"
"366"	"ILMN_1657077"	"SOCS6"	"9306"	"18"	"ENSG00000170677"	"70289045"	"70330199"
"367"	"ILMN_1657095"	"STARD3"	"10948"	"17"	"ENSG00000131748"	"39637090"	"39664201"
"368"	"ILMN_1657128"	"PTPRU"	"10076"	"1"	"ENSG00000060656"	"29236516"	"29326813"
"369"	"ILMN_1657139"	"ADAT1"	"23536"	"16"	"ENSG00000065457"	"75596981"	"75623300"
"370"	"ILMN_1657144"	"IBA57"	"200205"	"1"	"ENSG00000181873"	"228165804"	"228182257"
"371"	"ILMN_1657149"	"VXN"	"254778"	"8"	"ENSG00000169085"	"66493520"	"66518524"
"372"	"ILMN_1657153"	"ACTR3"	"10096"	"2"	"ENSG00000115091"	"113890063"	"113962596"
"373"	"ILMN_1657204"	"SAE1"	"10055"	"19"	"ENSG00000142230"	"47113274"	"47210636"
"374"	"ILMN_1657234"	"CCL20"	"6364"	"2"	"ENSG00000115009"	"227805739"	"227817564"
"375"	"ILMN_1657237"	"NUBP2"	"10101"	"16"	"ENSG00000095906"	"1782932"	"1789186"
"376"	"ILMN_1657283"	"ALKBH5"	"54890"	"17"	"ENSG00000091542"	"18183078"	"18209954"
"377"	"ILMN_1657288"	""	NA	"6"	"ENSG00000283352"	"57919912"	"57961382"
"378"	"ILMN_1657317"	"POLR2J"	"5439"	"7"	"ENSG00000005075"	"102473118"	"102478907"
"379"	"ILMN_1657344"	"PLAG1"	"5324"	"8"	"ENSG00000181690"	"56160909"	"56211324"
"380"	"ILMN_1657361"	"CBX7"	"23492"	"22"	"ENSG00000100307"	"39120167"	"39152680"
"381"	"ILMN_1657373"	"P3H2"	"55214"	"3"	"ENSG00000090530"	"189956728"	"190122437"
"382"	"ILMN_1657381"	"RASSF6"	"166824"	"4"	"ENSG00000169435"	"73571550"	"73620631"
"383"	"ILMN_1657405"	"SPPL3"	"121665"	"12"	"ENSG00000157837"	"120762510"	"120904358"
"384"	"ILMN_1657423"	"SPG21"	"51324"	"15"	"ENSG00000090487"	"64963022"	"64990310"
"385"	"ILMN_1657429"	"SMAGP"	"57228"	"12"	"ENSG00000170545"	"51244558"	"51270415"
"386"	"ILMN_1657436"	"FGFR1OP2"	"26127"	"12"	"ENSG00000111790"	"26938470"	"26966650"
"387"	"ILMN_1657446"	"NTPCR"	"84284"	"1"	"ENSG00000135778"	"232950605"	"232983882"
"388"	"ILMN_1657470"	"YTHDF3"	"253943"	"8"	"ENSG00000185728"	"63168553"	"63212786"
"389"	"ILMN_1657475"	"IL11RA"	"3590"	"9"	"ENSG00000137070"	"34650702"	"34661902"
"390"	"ILMN_1657483"	"SEC23B"	"10483"	"20"	"ENSG00000101310"	"18507520"	"18561415"
"391"	"ILMN_1657495"	"MLEC"	"9761"	"12"	"ENSG00000110917"	"120687149"	"120701859"
"392"	"ILMN_1657497"	"KIAA0319"	"9856"	"6"	"ENSG00000137261"	"24544104"	"24646191"
"393"	"ILMN_1657509"	"TSEN54"	"283989"	"17"	"ENSG00000182173"	"75516060"	"75524735"
"394"	"ILMN_1657515"	"RPS6KA5"	"9252"	"14"	"ENSG00000100784"	"90847861"	"91060641"
"395"	"ILMN_1657547"	"CCDC34"	"91057"	"11"	"ENSG00000109881"	"27330827"	"27363234"
"396"	"ILMN_1657554"	"TSPYL2"	"64061"	"X"	"ENSG00000184205"	"53082367"	"53088540"
"397"	"ILMN_1657624"	"NSFL1C"	"55968"	"20"	"ENSG00000088833"	"1442162"	"1473842"
"398"	"ILMN_1657631"	"STAP2"	"55620"	"19"	"ENSG00000178078"	"4324043"	"4342786"
"399"	"ILMN_1657679"	"VAV3"	"10451"	"1"	"ENSG00000134215"	"107571161"	"107965180"
"400"	"ILMN_1657680"	"CCDC69"	"26112"	"5"	"ENSG00000198624"	"151181052"	"151224093"
"401"	"ILMN_1657682"	"GFM1"	"85476"	"3"	"ENSG00000168827"	"158644527"	"158695581"
"402"	"ILMN_1657683"	"C1orf198"	"84886"	"1"	"ENSG00000119280"	"230837119"	"230869589"
"403"	"ILMN_1657697"	"SAR1A"	"56681"	"10"	"ENSG00000079332"	"70147289"	"70170523"
"404"	"ILMN_1657701"	"RBM14"	"10432"	"11"	"ENSG00000239306"	"66616626"	"66629934"
"405"	"ILMN_1657708"	"MGLL"	"11343"	"3"	"ENSG00000074416"	"127689062"	"128052190"
"406"	"ILMN_1657744"	"FAM219B"	"57184"	"15"	"ENSG00000178761"	"74899992"	"74906883"
"407"	"ILMN_1657746"	"BPHL"	"670"	"6"	"ENSG00000137274"	"3118374"	"3153578"
"408"	"ILMN_1657750"	"CNNM1"	"26507"	"10"	"ENSG00000119946"	"99329356"	"99394330"
"409"	"ILMN_1657754"	"RPAP2"	"79871"	"1"	"ENSG00000122484"	"92299059"	"92402056"
"410"	"ILMN_1657760"	"SYT17"	"51760"	"16"	"ENSG00000103528"	"19167971"	"19268332"
"411"	"ILMN_1657766"	"TRIM29"	"23650"	"11"	"ENSG00000137699"	"120111286"	"120185529"
"412"	"ILMN_1657771"	"CRTC2"	"200186"	"1"	"ENSG00000160741"	"153947669"	"153958615"
"413"	"ILMN_1657790"	"SRSF11"	"9295"	"1"	"ENSG00000116754"	"70205682"	"70253052"
"414"	"ILMN_1657796"	"STMN1"	"3925"	"1"	"ENSG00000117632"	"25884181"	"25906991"
"415"	"ILMN_1657797"	"FIBP"	"9158"	"11"	"ENSG00000172500"	"65883740"	"65888531"
"416"	"ILMN_1657810"	"PPM1M"	"132160"	"3"	"ENSG00000164088"	"52245759"	"52250599"
"417"	"ILMN_1657837"	"ZC3H8"	"84524"	"2"	"ENSG00000144161"	"112211529"	"112255136"
"418"	"ILMN_1657862"	"AHCY"	"191"	"20"	"ENSG00000101444"	"34280268"	"34311802"
"419"	"ILMN_1657864"	"TMUB2"	"79089"	"17"	"ENSG00000168591"	"44186970"	"44191929"
"420"	"ILMN_1657868"	"SIRT4"	"23409"	"12"	"ENSG00000089163"	"120302316"	"120313249"
"421"	"ILMN_1657884"	"NME2"	"4831"	"17"	"ENSG00000243678"	"51165435"	"51171747"
"422"	"ILMN_1657891"	"TNKS"	"8658"	"8"	"ENSG00000173273"	"9555912"	"9782346"
"423"	"ILMN_1657892"	"TLR8"	"51311"	"X"	"ENSG00000101916"	"12906620"	"12923169"
"424"	"ILMN_1657893"	"TXNRD2"	"10587"	"22"	"ENSG00000184470"	"19875517"	"19941820"
"425"	"ILMN_1657949"	"RHEBP1"	NA	"10"	"ENSG00000229927"	"46634911"	"46635466"
"426"	"ILMN_1657977"	"MSRB2"	"22921"	"10"	"ENSG00000148450"	"23095579"	"23122013"
"427"	"ILMN_1657983"	"TERF2IP"	"54386"	"16"	"ENSG00000166848"	"75647773"	"75761872"
"428"	"ILMN_1657993"	"ADNP"	"23394"	"20"	"ENSG00000101126"	"50888916"	"50931437"
"429"	"ILMN_1658015"	"MBNL2"	"10150"	"13"	"ENSG00000139793"	"97221434"	"97394120"
"430"	"ILMN_1658071"	"ATP1B1"	"481"	"1"	"ENSG00000143153"	"169105697"	"169132722"
"431"	"ILMN_1658080"	"ZNF573"	"126231"	"19"	"ENSG00000189144"	"37735833"	"37817300"
"432"	"ILMN_1658083"	"ABT1"	"29777"	"6"	"ENSG00000146109"	"26596953"	"26600739"
"433"	"ILMN_1658110"	"FAM210A"	"125228"	"18"	"ENSG00000177150"	"13663347"	"13726663"
"434"	"ILMN_1658143"	"RFC3"	"5983"	"13"	"ENSG00000133119"	"33818069"	"33966558"
"435"	"ILMN_1658144"	"TRIP11"	"9321"	"14"	"ENSG00000100815"	"91965991"	"92040896"
"436"	"ILMN_1658173"	"ZNF418"	"147686"	"19"	"ENSG00000196724"	"57921884"	"57935393"
"437"	"ILMN_1658175"	"GGA1"	"26088"	"22"	"ENSG00000100083"	"37608725"	"37633564"
"438"	"ILMN_1658176"	"ABCG1"	"9619"	"21"	"ENSG00000160179"	"42199689"	"42297244"
"439"	"ILMN_1658182"	"MEX3C"	"51320"	"18"	"ENSG00000176624"	"51174550"	"51218304"
"440"	"ILMN_1658206"	"OSCP1"	"127700"	"1"	"ENSG00000116885"	"36415827"	"36450451"
"441"	"ILMN_1658207"	""	NA	"16"	"ENSG00000279136"	"769119"	"769443"
"442"	"ILMN_1658243"	"PSD3"	"23362"	"8"	"ENSG00000156011"	"18527303"	"19084730"
"443"	"ILMN_1658247"	"OAS1"	"4938"	"12"	"ENSG00000089127"	"112906783"	"112933222"
"444"	"ILMN_1658259"	"DRG1"	"4733"	"22"	"ENSG00000185721"	"31399604"	"31530634"
"445"	"ILMN_1658261"	"MAPKBP1"	"23005"	"15"	"ENSG00000137802"	"41774434"	"41827855"
"446"	"ILMN_1658271"	"LSS"	"4047"	"CHR_HSCHR21_5_CTG2"	"ENSG00000281289"	"46190452"	"46221883"
"447"	"ILMN_1658289"	"WDR54"	"84058"	"2"	"ENSG00000005448"	"74421678"	"74425755"
"448"	"ILMN_1658290"	"METTL22"	"79091"	"16"	"ENSG00000067365"	"8621683"	"8649654"
"449"	"ILMN_1658327"	"BAZ1A"	"11177"	"14"	"ENSG00000198604"	"34752731"	"34875647"
"450"	"ILMN_1658333"	"TARS2"	"80222"	"1"	"ENSG00000143374"	"150487364"	"150507609"
"451"	"ILMN_1658337"	"AKIRIN1"	"79647"	"1"	"ENSG00000174574"	"38991276"	"39006059"
"452"	"ILMN_1658351"	"FIS1"	"51024"	"7"	"ENSG00000214253"	"101239458"	"101252316"
"453"	"ILMN_1658356"	"PAMR1"	"25891"	"11"	"ENSG00000149090"	"35431823"	"35530300"
"454"	"ILMN_1658373"	"PAN2"	"9924"	"12"	"ENSG00000135473"	"56316223"	"56334053"
"455"	"ILMN_1658396"	"SPEF2"	"79925"	"5"	"ENSG00000152582"	"35617844"	"35814611"
"456"	"ILMN_1658411"	"CHD4"	"1108"	"12"	"ENSG00000111642"	"6570082"	"6614524"
"457"	"ILMN_1658420"	"DSCAM"	"1826"	"21"	"ENSG00000171587"	"40010999"	"40847158"
"458"	"ILMN_1658425"	"DAG1"	"1605"	"3"	"ENSG00000173402"	"49468703"	"49535618"
"459"	"ILMN_1658437"	"SFXN4"	"119559"	"10"	"ENSG00000183605"	"119140767"	"119165714"
"460"	"ILMN_1658472"	"APH1A"	"51107"	"1"	"ENSG00000117362"	"150265399"	"150269580"
"461"	"ILMN_1658486"	"MRPL54"	"116541"	"19"	"ENSG00000183617"	"3762682"	"3768575"
"462"	"ILMN_1658494"	"RGCC"	"28984"	"13"	"ENSG00000102760"	"41457550"	"41470871"
"463"	"ILMN_1658498"	"SLC44A3"	"126969"	"1"	"ENSG00000143036"	"94820342"	"94895246"
"464"	"ILMN_1658504"	"CHKA"	"1119"	"11"	"ENSG00000110721"	"68052859"	"68121444"
"465"	"ILMN_1658519"	"SLC13A3"	"64849"	"20"	"ENSG00000158296"	"46557823"	"46684467"
"466"	"ILMN_1658526"	"RYK"	"6259"	"3"	"ENSG00000163785"	"134065303"	"134250744"
"467"	"ILMN_1658579"	""	NA	"17"	"ENSG00000263798"	"47945424"	"47981736"
"468"	"ILMN_1658619"	"WWC1"	"23286"	"5"	"ENSG00000113645"	"168291651"	"168472303"
"469"	"ILMN_1658624"	"UBXN6"	"80700"	"19"	"ENSG00000167671"	"4444999"	"4457794"
"470"	"ILMN_1658639"	"SLC46A3"	"283537"	"13"	"ENSG00000139508"	"28700064"	"28718970"
"471"	"ILMN_1658678"	"SAAL1"	"113174"	"11"	"ENSG00000166788"	"18069935"	"18106087"
"472"	"ILMN_1658684"	"ATP9B"	"374868"	"18"	"ENSG00000166377"	"79069285"	"79378287"
"473"	"ILMN_1658702"	"H2BC11"	"8970"	"6"	"ENSG00000124635"	"27125897"	"27132795"
"474"	"ILMN_1658706"	""	NA	"17"	"ENSG00000284526"	"76563710"	"76570544"
"475"	"ILMN_1658717"	"DEPDC5"	"9681"	"22"	"ENSG00000100150"	"31753867"	"31908033"
"476"	"ILMN_1658743"	"CCNDBP1"	"23582"	"15"	"ENSG00000166946"	"43185118"	"43197177"
"477"	"ILMN_1658759"	"PEX19"	"5824"	"1"	"ENSG00000162735"	"160276812"	"160286348"
"478"	"ILMN_1658800"	"BRPF3"	"27154"	"6"	"ENSG00000096070"	"36196744"	"36232790"
"479"	"ILMN_1658802"	"KRTCAP2"	"200185"	"1"	"ENSG00000163463"	"155169408"	"155173475"
"480"	"ILMN_1658830"	"WBP1L"	"54838"	"10"	"ENSG00000166272"	"102743948"	"102834516"
"481"	"ILMN_1658834"	"ZC3H18"	"124245"	"16"	"ENSG00000158545"	"88570381"	"88631966"
"482"	"ILMN_1658885"	"DAGLB"	"221955"	"7"	"ENSG00000164535"	"6409126"	"6484190"
"483"	"ILMN_1658926"	"NOTCH3"	"4854"	"19"	"ENSG00000074181"	"15159038"	"15200995"
"484"	"ILMN_1658928"	"GNB2"	"2783"	"7"	"ENSG00000172354"	"100673567"	"100679174"
"485"	"ILMN_1658989"	"MEX3B"	"84206"	"15"	"ENSG00000183496"	"82041778"	"82046119"
"486"	"ILMN_1658995"	"ACOT9"	"23597"	"X"	"ENSG00000123130"	"23701055"	"23766475"
"487"	"ILMN_1659017"	"IFTAP"	"119710"	"11"	"ENSG00000166352"	"36594493"	"36659290"
"488"	"ILMN_1659026"	"POLR2K"	"5440"	"8"	"ENSG00000147669"	"100150623"	"100154003"
"489"	"ILMN_1659027"	"SLC2A1"	"6513"	"1"	"ENSG00000117394"	"42925375"	"42958868"
"490"	"ILMN_1659029"	"DENND6B"	"414918"	"22"	"ENSG00000205593"	"50309030"	"50327012"
"491"	"ILMN_1659058"	"PPP1R10"	"5514"	"6"	"ENSG00000204569"	"30600413"	"30618612"
"492"	"ILMN_1659082"	"ZCRB1"	"85437"	"12"	"ENSG00000139168"	"42312086"	"42326118"
"493"	"ILMN_1659106"	"PHLDA3"	"23612"	"1"	"ENSG00000174307"	"201464278"	"201469237"
"494"	"ILMN_1659122"	"KLF10"	"7071"	"8"	"ENSG00000155090"	"102648784"	"102655725"
"495"	"ILMN_1659156"	"ANKRD16"	"54522"	"10"	"ENSG00000134461"	"5861616"	"5889906"
"496"	"ILMN_1659166"	"SLC6A15"	"55117"	"12"	"ENSG00000072041"	"84859491"	"84913615"
"497"	"ILMN_1659189"	"CARD19"	"84270"	"9"	"ENSG00000165233"	"93096217"	"93113283"
"498"	"ILMN_1659206"	"RARA"	"5914"	"17"	"ENSG00000131759"	"40309180"	"40357643"
"499"	"ILMN_1659240"	"MTMR14"	"64419"	"3"	"ENSG00000163719"	"9649433"	"9702393"
"500"	"ILMN_1659255"	"RP2"	"6102"	"X"	"ENSG00000102218"	"46837043"	"46882358"
"501"	"ILMN_1659259"	"PRPF6"	"24148"	"20"	"ENSG00000101161"	"63981132"	"64033100"
"502"	"ILMN_1659285"	"PSMG1"	"8624"	"21"	"ENSG00000183527"	"39174769"	"39183488"
"503"	"ILMN_1659297"	"FZD6"	"8323"	"8"	"ENSG00000164930"	"103298433"	"103332866"
"504"	"ILMN_1659339"	"ELP4"	"26610"	"11"	"ENSG00000109911"	"31509755"	"31790324"
"505"	"ILMN_1659354"	"GH2"	"2689"	"17"	"ENSG00000136487"	"63880215"	"63881944"
